id,focus,signal,slack,drag,confidence,score,lane
l001,lease drift,35,33,6,25,123,watch
l002,replica lag,35,34,6,55,184,watch
l003,membership churn,35,35,6,85,245,ship
l004,quorum health,35,36,18,25,66,hold
l005,lease drift,35,37,18,55,127,watch
l006,replica lag,35,38,18,85,188,watch
l007,membership churn,35,39,34,25,-11,hold
l008,quorum health,35,40,34,55,50,hold
l009,lease drift,35,41,34,85,111,watch
l010,replica lag,60,42,6,25,182,watch
l011,membership churn,60,43,6,55,243,ship
l012,quorum health,60,44,6,85,304,ship
l013,lease drift,60,45,18,25,125,watch
l014,replica lag,60,46,18,55,186,watch
l015,membership churn,60,47,18,85,247,ship
l016,quorum health,60,48,34,25,48,hold
l017,lease drift,60,32,34,55,92,hold
l018,replica lag,60,33,34,85,153,watch
l019,membership churn,85,34,6,25,224,ship
l020,quorum health,85,35,6,55,285,ship
l021,lease drift,85,36,6,85,346,ship
l022,replica lag,85,37,18,25,167,watch
l023,membership churn,85,38,18,55,228,ship
l024,quorum health,85,39,18,85,289,ship
l025,lease drift,85,40,34,25,90,hold
l026,replica lag,85,41,34,55,151,watch
l027,membership churn,85,42,34,85,212,ship
